state_fips,state,soc_minor,civ_noninst_pop_employed,civ_noninst_pop_employed_local,civ_noninst_pop_employed_immigrant,civ_noninst_pop_employed_central_america,civ_noninst_pop_employed_south_america,civ_noninst_pop_employed_mexico,count,count_local,count_immigrant,count_central_america,count_south_america,count_mexico,minor_group,title
01,Alabama,435,27394,27079,315,59,0,150,1611,1600,11,1,0,5,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers"
01,Alabama,436,37690,36891,799,50,35,221,2653,2599,54,3,5,11,43-6000,Secretaries and Administrative Assistants
01,Alabama,439,34340,33614,726,18,0,184,2092,2055,37,2,0,4,43-9000,Other Office and Administrative Support Workers
01,Alabama,451,924,792,132,21,0,93,61,54,7,1,0,5,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers"
01,Alabama,452,5622,5011,611,104,0,438,442,411,31,5,1,16,45-2000,Agricultural Workers
01,Alabama,453,600,561,39,0,0,0,27,24,3,0,0,0,45-3000,Fishing and Hunting Workers
01,Alabama,454,1471,1454,17,11,0,6,91,89,2,1,0,1,45-4000,"Forest, Conservation, and Logging Workers"
01,Alabama,471,9959,9514,445,26,2,333,566,550,16,1,1,10,47-1000,Supervisors of Construction and Extraction Workers
01,Alabama,472,87268,74583,12685,2537,237,9275,4622,4243,379,78,9,264,47-2000,Construction Trades Workers
01,Alabama,473,738,697,41,0,0,41,41,40,1,0,0,1,47-3000,"Helpers, Construction Trades"
01,Alabama,474,4246,4212,34,31,0,3,241,237,4,3,0,1,47-4000,Other Construction and Related Workers
01,Alabama,475,3073,2892,181,0,0,0,179,178,1,0,0,0,47-5000,Extraction Workers
01,Alabama,491,5153,5125,28,14,0,0,299,297,2,1,0,0,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers"
01,Alabama,492,6780,6459,321,6,6,138,407,395,12,1,1,3,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers"
01,Alabama,493,27895,26537,1358,251,173,402,1585,1533,52,6,1,17,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
01,Alabama,499,36858,36073,785,106,26,275,2087,2049,38,3,2,10,49-9000,"Other Installation, Maintenance, and Repair Occupations"
01,Alabama,511,20388,19175,1213,338,68,550,1099,1059,40,7,1,20,51-1000,Supervisors of Production Workers
01,Alabama,512,30347,28960,1387,545,28,538,1529,1478,51,7,6,24,51-2000,Assemblers and Fabricators
01,Alabama,513,11539,9206,2333,764,0,847,631,542,89,23,0,32,51-3000,Food Processing Workers
01,Alabama,514,36976,35065,1911,522,18,683,1941,1864,77,13,1,40,51-4000,Metal Workers and Plastic Workers
01,Alabama,5151,2863,2769,94,0,0,0,143,139,4,0,0,0,51-5100,Printing Workers
01,Alabama,516,9168,7687,1481,413,0,803,553,495,58,14,0,27,51-6000,"Textile, Apparel, and Furnishings Workers"
01,Alabama,517,3594,3455,139,20,0,74,193,188,5,1,0,3,51-7000,Woodworkers
01,Alabama,518,4797,4706,91,0,0,0,302,300,2,0,0,0,51-8000,Plant and System Operators
01,Alabama,519,58650,55124,3526,674,12,1865,3258,3119,139,23,1,63,51-9000,Other Production Occupations
01,Alabama,531,3088,2888,200,2,0,0,189,179,10,1,1,0,53-1000,Supervisors of Transportation and Material Moving Workers
01,Alabama,532,3523,3426,97,0,24,0,188,181,7,0,2,0,53-2000,Air Transportation Workers
01,Alabama,533,65393,64128,1265,23,0,384,3648,3599,49,1,1,13,53-3000,Motor Vehicle Operators
01,Alabama,534,2371,2371,0,0,0,0,125,125,0,0,0,0,53-4000,Rail Transportation Workers
01,Alabama,535,1897,1854,43,0,0,0,90,88,2,0,0,0,53-5000,Water Transportation Workers
01,Alabama,536,2694,2606,88,0,0,0,178,173,5,0,0,1,53-6000,Other Transportation Workers
01,Alabama,537,89389,85309,4080,677,23,1637,5046,4877,169,23,3,68,53-7000,Material Moving Workers
02,Alaska,111,5052,4457,595,0,301,0,219,213,6,0,1,0,11-1000,Top Executives
02,Alaska,112,657,657,0,0,0,0,29,29,0,0,0,0,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers"
02,Alaska,113,5928,5287,641,0,0,92,234,214,20,0,0,3,11-3000,Operations Specialties Managers
02,Alaska,119,20667,19150,1517,0,0,309,1095,1039,56,0,1,9,11-9000,Other Management Occupations
02,Alaska,131,7758,7057,701,0,0,2,310,293,17,0,0,1,13-1000,Business Operations Specialists
02,Alaska,132,5368,4695,673,58,82,0,203,186,17,2,1,0,13-2000,Financial Specialists
02,Alaska,1512,5420,4883,537,0,0,89,201,187,14,0,1,2,15-1200,Computer Occupations
02,Alaska,152,595,482,113,0,0,0,17,13,4,0,0,0,15-2000,Mathematical Science Occupations
02,Alaska,171,841,814,27,27,0,0,36,34,2,1,0,0,17-1000,"Architects, Surveyors, and Cartographers"
02,Alaska,172,4101,3909,192,0,0,0,168,159,9,0,1,0,17-2000,Engineers
02,Alaska,173,2152,2099,53,0,0,0,100,89,11,1,0,0,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians"
02,Alaska,191,1326,1248,78,0,0,0,67,64,3,0,0,0,19-1000,Life Scientists
02,Alaska,192,1511,1499,12,0,0,0,54,51,3,0,0,0,19-2000,Physical Scientists
02,Alaska,193,900,870,30,0,0,0,40,39,1,0,0,0,19-3000,Social Scientists and Related Workers
02,Alaska,194,1624,1569,55,0,0,48,89,86,3,0,0,1,19-4000,"Life, Physical, and Social Science Technicians"
02,Alaska,195,733,689,44,0,0,0,20,18,2,0,0,0,19-5000,Occupational Health and Safety Specialists and Technicians
02,Alaska,211,6933,6545,388,67,61,0,348,336,12,1,2,0,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists"
02,Alaska,212,1240,1193,47,0,22,0,66,60,6,0,3,0,21-2000,Religious Workers
02,Alaska,231,2139,2095,44,0,0,0,72,71,1,0,0,0,23-1000,"Lawyers, Judges, and Related Workers"
02,Alaska,232,701,701,0,0,0,0,24,23,1,0,0,0,23-2000,Legal Support Workers
02,Alaska,251,1764,1451,313,0,0,0,70,55,15,0,0,0,25-1000,Postsecondary Teachers
02,Alaska,252,12338,11622,716,0,60,31,671,641,30,1,2,3,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers"
02,Alaska,253,1772,1644,128,0,54,11,94,90,4,0,1,1,25-3000,Other Teachers and Instructors
02,Alaska,254,635,628,7,0,0,0,42,40,2,0,0,0,25-4000,"Librarians, Curators, and Archivists"
02,Alaska,259,4007,3709,298,0,108,4,351,335,16,0,4,1,25-9000,Other Educational Instruction and Library Occupations
02,Alaska,271,1427,1203,224,0,0,0,69,64,5,0,0,0,27-1000,Art and Design Workers
02,Alaska,272,1104,1081,23,0,0,0,62,59,3,0,0,0,27-2000,"Entertainers and Performers, Sports and Related Workers"
02,Alaska,273,2311,2144,167,0,0,65,93,87,6,0,1,1,27-3000,Media and Communication Workers
02,Alaska,274,1034,931,103,0,0,0,20,17,3,0,0,0,27-4000,Media and Communication Equipment Workers
02,Alaska,291,13899,12922,977,0,0,2,505,471,34,0,0,1,29-1000,Healthcare Diagnosing or Treating Practitioners
02,Alaska,292,5147,4290,857,0,122,0,207,188,19,0,1,0,29-2000,Health Technologists and Technicians
02,Alaska,299,187,187,0,0,0,0,10,10,0,0,0,0,29-9000,Other Healthcare Practitioners and Technical Occupations
02,Alaska,3111,6860,5335,1525,0,54,150,379,335,44,0,1,2,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides"
02,Alaska,312,102,93,9,0,0,0,15,14,1,0,0,0,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides
02,Alaska,319,3339,2939,400,0,45,0,143,130,13,0,1,0,31-9000,Other Healthcare Support Occupations
02,Alaska,331,874,677,197,0,0,0,55,53,2,0,0,0,33-1000,Supervisors of Protective Service Workers
02,Alaska,332,1091,997,94,0,0,72,97,93,4,0,0,1,33-2000,Firefighting and Prevention Workers
02,Alaska,333,3425,3376,49,0,0,0,196,191,5,0,0,0,33-3000,Law Enforcement Workers
02,Alaska,339,2849,2517,332,0,19,14,159,145,14,0,1,2,33-9000,Other Protective Service Workers
02,Alaska,351,1926,1456,470,0,30,128,85,71,14,0,1,2,35-1000,Supervisors of Food Preparation and Serving Workers
02,Alaska,352,7902,6325,1577,0,16,241,477,409,68,0,1,8,35-2000,Cooks and Food Preparation Workers
02,Alaska,353,5891,5150,741,0,0,56,248,223,25,0,0,1,35-3000,Food and Beverage Serving Workers
02,Alaska,359,2198,1864,334,0,0,108,104,97,7,0,0,3,35-9000,Other Food Preparation and Serving Related Workers
02,Alaska,371,609,499,110,0,0,0,43,38,5,0,0,0,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers
02,Alaska,372,9387,6988,2399,145,18,413,735,640,95,2,1,11,37-2000,Building Cleaning and Pest Control Workers
02,Alaska,373,1116,949,167,0,0,0,85,82,3,0,0,0,37-3000,Grounds Maintenance Workers
02,Alaska,391,50,50,0,0,0,0,6,6,0,0,0,0,39-1000,Supervisors of Personal Care and Service Workers
02,Alaska,392,363,363,0,0,0,0,23,23,0,0,0,0,39-2000,Animal Care and Service Workers
02,Alaska,393,893,893,0,0,0,0,104,102,2,0,0,0,39-3000,Entertainment Attendants and Related Workers
02,Alaska,394,51,51,0,0,0,0,2,2,0,0,0,0,39-4000,Funeral Service Workers
02,Alaska,395,1693,1381,312,47,0,34,73,65,8,1,0,1,39-5000,Personal Appearance Workers
02,Alaska,396,155,124,31,0,0,0,9,8,1,0,0,0,39-6000,"Baggage Porters, Bellhops, and Concierges"
02,Alaska,397,716,665,51,0,0,0,76,74,2,0,0,1,39-7000,Tour and Travel Guides
02,Alaska,399,4339,4057,282,0,0,0,269,250,19,1,0,0,39-9000,Other Personal Care and Service Workers
02,Alaska,411,8337,7423,914,0,46,0,390,353,37,1,3,0,41-1000,Supervisors of Sales Workers
02,Alaska,412,14228,12234,1994,0,92,54,758,686,72,0,2,3,41-2000,Retail Sales Workers
02,Alaska,413,1278,1226,52,0,0,0,56,54,2,0,0,0,41-3000,"Sales Representatives, Services"
02,Alaska,414,1441,1385,56,0,0,41,43,41,2,0,0,1,41-4000,"Sales Representatives, Wholesale and Manufacturing"
02,Alaska,419,1463,1358,105,0,0,0,63,60,3,0,0,0,41-9000,Other Sales and Related Workers
02,Alaska,431,3608,3350,258,0,0,0,161,153,8,0,0,0,43-1000,Supervisors of Office and Administrative Support Workers
02,Alaska,432,209,209,0,0,0,0,8,8,0,0,0,0,43-2000,Communications Equipment Operators
02,Alaska,433,7236,5845,1391,29,0,49,355,321,34,1,0,1,43-3000,Financial Clerks
02,Alaska,434,13141,11945,1196,0,0,156,639,591,48,0,0,5,43-4000,Information and Record Clerks
02,Alaska,435,4988,4521,467,0,0,0,215,191,24,0,0,0,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers"
02,Alaska,436,7224,6877,347,0,0,30,345,332,13,0,0,2,43-6000,Secretaries and Administrative Assistants
02,Alaska,439,6894,5964,930,0,0,135,412,377,35,0,0,1,43-9000,Other Office and Administrative Support Workers
02,Alaska,451,76,76,0,0,0,0,11,11,0,0,0,0,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers"
02,Alaska,452,816,487,329,207,0,4,48,44,4,1,0,1,45-2000,Agricultural Workers
02,Alaska,453,2241,2239,2,0,0,0,402,398,4,0,2,0,45-3000,Fishing and Hunting Workers
02,Alaska,454,249,220,29,0,0,0,47,45,2,0,0,0,45-4000,"Forest, Conservation, and Logging Workers"
02,Alaska,471,2141,2019,122,0,0,0,113,110,3,0,0,0,47-1000,Supervisors of Construction and Extraction Workers
02,Alaska,472,15967,15096,871,16,31,166,1029,998,31,1,1,5,47-2000,Construction Trades Workers
02,Alaska,473,94,94,0,0,0,0,6,6,0,0,0,0,47-3000,"Helpers, Construction Trades"
02,Alaska,474,897,897,0,0,0,0,66,66,0,0,0,0,47-4000,Other Construction and Related Workers
02,Alaska,475,1772,1701,71,0,0,0,107,104,3,0,0,0,47-5000,Extraction Workers
02,Alaska,491,693,591,102,6,0,63,40,35,5,1,0,1,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers"
02,Alaska,492,2013,1970,43,0,0,0,77,74,3,0,0,0,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers"
02,Alaska,493,7101,6691,410,0,0,0,252,244,8,0,0,0,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
02,Alaska,499,4981,4519,462,0,0,128,283,261,22,0,0,4,49-9000,"Other Installation, Maintenance, and Repair Occupations"
02,Alaska,511,854,609,245,0,0,36,56,34,22,0,0,2,51-1000,Supervisors of Production Workers
02,Alaska,512,147,122,25,0,0,0,11,10,1,0,0,0,51-2000,Assemblers and Fabricators
02,Alaska,513,3468,1332,2136,146,29,92,242,130,112,3,1,6,51-3000,Food Processing Workers
02,Alaska,514,1730,1698,32,0,0,0,75,72,3,0,0,0,51-4000,Metal Workers and Plastic Workers
02,Alaska,5151,227,169,58,0,0,0,11,8,3,0,0,0,51-5100,Printing Workers
02,Alaska,516,917,523,394,0,0,0,49,38,11,0,1,0,51-6000,"Textile, Apparel, and Furnishings Workers"
02,Alaska,517,110,110,0,0,0,0,12,12,0,0,0,0,51-7000,Woodworkers
02,Alaska,518,1433,1307,126,0,0,0,183,175,8,0,0,0,51-8000,Plant and System Operators
02,Alaska,519,3567,3144,423,9,0,25,220,182,38,2,0,3,51-9000,Other Production Occupations
02,Alaska,531,695,617,78,0,0,0,40,37,3,0,0,0,53-1000,Supervisors of Transportation and Material Moving Workers
02,Alaska,532,3326,3172,154,0,0,0,108,104,4,0,0,0,53-2000,Air Transportation Workers
02,Alaska,533,8585,7693,892,0,104,101,387,351,36,0,2,3,53-3000,Motor Vehicle Operators
02,Alaska,534,154,154,0,0,0,0,7,7,0,0,0,0,53-4000,Rail Transportation Workers
02,Alaska,535,1390,1327,63,0,0,0,91,90,1,0,0,0,53-5000,Water Transportation Workers
02,Alaska,536,1339,1068,271,0,35,0,63,57,6,0,1,0,53-6000,Other Transportation Workers
02,Alaska,537,13454,11165,2289,204,21,214,879,785,94,2,2,15,53-7000,Material Moving Workers
04,Arizona,111,40125,35886,4239,34,111,1270,2261,2050,211,2,5,55,11-1000,Top Executives
04,Arizona,112,21033,18952,2081,20,111,534,1161,1047,114,1,4,26,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers"
04,Arizona,113,61939,53660,8279,283,307,2820,3395,3010,385,12,14,123,11-3000,Operations Specialties Managers
04,Arizona,119,163666,141811,21855,498,617,9741,8920,7883,1037,21,26,399,11-9000,Other Management Occupations
04,Arizona,131,92266,83594,8672,224,338,2700,5163,4694,469,11,15,125,13-1000,Business Operations Specialists
04,Arizona,132,66017,58535,7482,213,132,2083,3598,3197,401,14,10,104,13-2000,Financial Specialists
04,Arizona,1512,87703,70424,17279,195,349,1893,4836,4000,836,9,23,89,15-1200,Computer Occupations
04,Arizona,152,5143,4253,890,0,17,257,267,234,33,0,1,5,15-2000,Mathematical Science Occupations
04,Arizona,171,4039,3580,459,0,0,52,222,196,26,0,0,3,17-1000,"Architects, Surveyors, and Cartographers"
04,Arizona,172,43067,34014,9053,189,290,1101,2420,1970,450,6,16,53,17-2000,Engineers
04,Arizona,173,13562,11849,1713,89,0,746,750,661,89,4,1,31,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians"
04,Arizona,191,2515,2180,335,19,0,10,180,154,26,1,0,1,19-1000,Life Scientists
04,Arizona,192,5299,3805,1494,6,60,119,319,231,88,1,4,4,19-2000,Physical Scientists
04,Arizona,193,5175,4651,524,0,11,55,302,272,30,0,1,4,19-3000,Social Scientists and Related Workers
04,Arizona,194,6437,5496,941,0,39,327,369,315,54,0,3,18,19-4000,"Life, Physical, and Social Science Technicians"
04,Arizona,195,775,709,66,0,0,12,54,50,4,0,0,1,19-5000,Occupational Health and Safety Specialists and Technicians
04,Arizona,211,39659,35270,4389,121,175,2213,2209,1994,215,10,7,100,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists"
04,Arizona,212,7359,6408,951,140,20,154,451,392,59,6,3,11,21-2000,Religious Workers
04,Arizona,231,14342,13347,995,74,79,164,833,777,56,2,4,8,23-1000,"Lawyers, Judges, and Related Workers"
04,Arizona,232,9795,9073,722,0,29,412,556,512,44,0,1,18,23-2000,Legal Support Workers
04,Arizona,251,23339,17949,5390,62,250,360,1426,1128,298,4,15,24,25-1000,Postsecondary Teachers
04,Arizona,252,90126,82117,8009,227,708,2733,5589,5138,451,12,32,148,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers"
04,Arizona,253,17992,16307,1685,11,80,524,1114,1006,108,2,8,24,25-3000,Other Teachers and Instructors
04,Arizona,254,4493,4265,228,0,17,150,286,269,17,0,1,7,25-4000,"Librarians, Curators, and Archivists"
04,Arizona,259,23617,19709,3908,130,161,1790,1565,1330,235,7,12,105,25-9000,Other Educational Instruction and Library Occupations
04,Arizona,271,18957,16540,2417,121,55,493,1101,970,131,5,4,29,27-1000,Art and Design Workers
04,Arizona,272,12710,11520,1190,33,93,604,871,807,64,2,3,26,27-2000,"Entertainers and Performers, Sports and Related Workers"
04,Arizona,273,13847,11720,2127,14,89,967,814,694,120,1,8,44,27-3000,Media and Communication Workers
04,Arizona,274,5966,5556,410,12,113,168,395,363,32,1,5,10,27-4000,Media and Communication Equipment Workers
04,Arizona,291,115017,97293,17724,362,478,1844,6290,5409,881,20,32,82,29-1000,Healthcare Diagnosing or Treating Practitioners
04,Arizona,292,52652,46125,6527,99,132,2093,2763,2456,307,4,7,90,29-2000,Health Technologists and Technicians
04,Arizona,299,1804,1657,147,0,23,29,93,86,7,0,1,2,29-9000,Other Healthcare Practitioners and Technical Occupations
04,Arizona,3111,54998,41771,13227,314,221,6135,3049,2435,614,17,14,269,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides"
04,Arizona,312,2626,2370,256,28,25,72,162,146,16,1,2,5,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides
04,Arizona,319,36478,32019,4459,198,63,2606,1849,1633,216,9,6,106,31-9000,Other Healthcare Support Occupations
04,Arizona,331,7101,6959,142,0,0,12,431,418,13,0,0,4,33-1000,Supervisors of Protective Service Workers
04,Arizona,332,6915,6828,87,0,0,12,424,418,6,0,0,1,33-2000,Firefighting and Prevention Workers
04,Arizona,333,30734,28328,2406,43,101,1518,1602,1487,115,3,5,61,33-3000,Law Enforcement Workers
04,Arizona,339,28932,26270,2662,18,27,1389,1711,1581,130,1,3,52,33-9000,Other Protective Service Workers
04,Arizona,351,21407,16516,4891,179,69,2987,1010,812,198,6,3,105,35-1000,Supervisors of Food Preparation and Serving Workers
04,Arizona,352,71359,51182,20177,1038,250,15417,3889,3016,873,54,13,580,35-2000,Cooks and Food Preparation Workers
04,Arizona,353,76290,66227,10063,355,145,5740,4055,3573,482,9,12,242,35-3000,Food and Beverage Serving Workers
04,Arizona,359,24102,19780,4322,139,81,3072,1568,1365,203,8,5,129,35-9000,Other Food Preparation and Serving Related Workers
04,Arizona,371,9841,6763,3078,19,115,2576,446,322,124,2,6,96,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers
04,Arizona,372,85370,49711,35659,1714,687,30106,4615,3071,1544,73,35,1260,37-2000,Building Cleaning and Pest Control Workers
04,Arizona,373,40189,17935,22254,1317,30,20362,1862,1104,758,42,2,681,37-3000,Grounds Maintenance Workers
04,Arizona,391,2623,2222,401,18,0,123,128,104,24,2,0,8,39-1000,Supervisors of Personal Care and Service Workers
04,Arizona,392,7417,7012,405,25,22,237,402,379,23,2,2,13,39-2000,Animal Care and Service Workers
04,Arizona,393,8035,7430,605,0,0,263,471,426,45,0,1,16,39-3000,Entertainment Attendants and Related Workers
04,Arizona,394,379,320,59,0,0,59,25,22,3,0,0,2,39-4000,Funeral Service Workers
04,Arizona,395,26231,18642,7589,57,209,1714,1261,893,368,4,8,77,39-5000,Personal Appearance Workers
04,Arizona,396,1873,1751,122,0,0,0,90,84,6,0,0,0,39-6000,"Baggage Porters, Bellhops, and Concierges"
04,Arizona,397,1916,1836,80,40,0,0,149,137,12,8,0,0,39-7000,Tour and Travel Guides
04,Arizona,399,36595,30633,5962,179,122,3783,2314,1997,317,11,10,191,39-9000,Other Personal Care and Service Workers
